// General information: 
//  MT Manager version: 2021.4.0 
//  XDA version: 2021.4.0 build 6323 rev 112641 built on 2021-09-28
// Device information: 
//  DeviceId: 00B4A3CC
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	GyrTemp_X	GyrTemp_Y	GyrTemp_Z
00286						-9.801148	0.085887	-1.343990	-0.256238	0.090773	0.076817	-0.025812	-0.004967	-0.007204	0.420680	0.596058	0.459414	-0.506638	164.826808	82.097658	62.015576	0.064512	0.121410	-0.990504	0.973940	-0.223935	0.035985	-0.217439	-0.967012	-0.132692			
00287						-9.767550	0.065813	-1.359238	-0.269317	0.114551	0.044860	-0.003798	-0.012300	-0.002575	0.420694	0.596003	0.459428	-0.506678	164.847565	82.104647	62.038901	0.064406	0.121329	-0.990521	0.973954	-0.223885	0.035905	-0.217406	-0.967034	-0.132589			
00288						-9.801293	0.152477	-1.313853	-0.196425	0.047518	0.075384	0.024111	-0.009377	-0.009221	0.420620	0.596025	0.459387	-0.506752	164.883181	82.107516	62.062379	0.064333	0.121312	-0.990527	0.973911	-0.224085	0.035810	-0.217618	-0.966990	-0.132563			
00289						-9.754295	0.229784	-1.310302	-0.116701	0.033306	0.031155	0.024452	-0.011279	-0.002556	0.420442	0.596104	0.459212	-0.506965	164.934829	82.117370	62.076805	0.064223	0.121177	-0.990551	0.973774	-0.224706	0.035646	-0.218263	-0.966863	-0.132431			
00290						-9.737865	0.262698	-1.241658	-0.098137	-0.038027	0.006970	0.019958	-0.012447	-0.003960	0.420401	0.596121	0.459158	-0.507027	164.943879	82.121166	62.075841	0.064194	0.121118	-0.990560	0.973737	-0.224873	0.035608	-0.218437	-0.966831	-0.132373			
00291						-9.758614	0.244616	-1.261826	-0.111278	-0.016433	0.029565	0.010046	-0.018030	-0.006194	0.420488	0.595977	0.459281	-0.507013	164.983224	82.129637	62.136459	0.063998	0.121057	-0.990580	0.973828	-0.224502	0.035479	-0.218092	-0.966925	-0.132256			
00292						-9.751581	0.230865	-1.229082	-0.130661	-0.043268	0.017792	0.009449	-0.015085	-0.006725	0.420477	0.595959	0.459257	-0.507065	164.994584	82.135304	62.143931	0.063936	0.120978	-0.990594	0.973815	-0.224564	0.035428	-0.218165	-0.966921	-0.132168			
00293						-9.733199	0.255584	-1.183055	-0.113643	-0.090076	-0.005594	0.007929	-0.015387	-0.006682	0.420445	0.595909	0.459245	-0.507161	165.042527	82.145586	62.186727	0.063763	0.120869	-0.990619	0.973803	-0.224640	0.035271	-0.218269	-0.966917	-0.132026			
00294						-9.763297	0.191079	-1.239608	-0.165568	-0.023784	0.029422	-0.001913	-0.013734	-0.003881	0.420473	0.595876	0.459244	-0.507177	165.037533	82.150092	62.184258	0.063732	0.120797	-0.990629	0.973814	-0.224595	0.035263	-0.218231	-0.966936	-0.131948			
00295						-9.724444	0.165715	-1.200394	-0.195330	-0.050457	-0.015110	0.005577	-0.011533	-0.008969	0.420454	0.595836	0.459244	-0.507239	165.072698	82.157062	62.217167	0.063606	0.120727	-0.990646	0.973811	-0.224625	0.035151	-0.218280	-0.966938	-0.131853			
00296						-9.754372	0.168735	-1.229159	-0.187558	-0.026576	0.018447	0.001985	-0.009620	-0.003010	0.420463	0.595825	0.459240	-0.507250	165.070881	82.159166	62.215650	0.063592	0.120693	-0.990651	0.973813	-0.224619	0.035145	-0.218277	-0.966943	-0.131817			
00297						-9.771137	0.134659	-1.295769	-0.206490	0.043918	0.042651	0.008190	-0.008932	-0.006255	0.420450	0.595794	0.459249	-0.507289	165.099826	82.163694	62.243906	0.063496	0.120655	-0.990662	0.973814	-0.224625	0.035059	-0.218297	-0.966947	-0.131759			
00298						-9.762034	0.113093	-1.286598	-0.228594	0.041330	0.031675	0.014976	-0.011356	-0.001034	0.420429	0.595809	0.459202	-0.507331	165.095674	82.166471	62.232521	0.063498	0.120600	-0.990668	0.973786	-0.224747	0.035056	-0.218422	-0.966925	-0.131710			
00299						-9.793933	0.124317	-1.292363	-0.217554	0.041519	0.064444	0.033875	-0.010931	-0.002571	0.420302	0.595880	0.459055	-0.507486	165.118995	82.173395	62.227037	0.063454	0.120488	-0.990685	0.973678	-0.225230	0.034972	-0.218918	-0.966827	-0.131608			
00300						-9.773372	0.208843	-1.241729	-0.144698	-0.023709	0.040374	0.031930	-0.009238	0.000274	0.420229	0.595940	0.458965	-0.507558	165.121554	82.174814	62.212609	0.063473	0.120451	-0.990688	0.973612	-0.225518	0.034959	-0.219207	-0.966764	-0.131586			
00301						-9.769465	0.259917	-1.258641	-0.091009	-0.017567	0.040515	0.021057	-0.010145	-0.001213	0.420164	0.596002	0.458838	-0.507653	165.105646	82.179305	62.176465	0.063512	0.120342	-0.990699	0.973531	-0.225861	0.034976	-0.219551	-0.966698	-0.131502			
00302						-9.766175	0.262848	-1.180763	-0.104950	-0.092889	0.027120	0.004662	-0.007281	-0.001828	0.420162	0.596005	0.458828	-0.507661	165.103098	82.179952	62.172640	0.063515	0.120328	-0.990700	0.973526	-0.225883	0.034979	-0.219573	-0.966695	-0.131489			
00303						-9.753156	0.225532	-1.217521	-0.132250	-0.045714	0.017760	-0.003920	-0.011780	0.000508	0.420035	0.596128	0.458570	-0.507854	165.068765	82.189456	62.097844	0.063595	0.120099	-0.990723	0.973366	-0.226569	0.035015	-0.220262	-0.966562	-0.131309			
00304						-9.742104	0.195996	-1.231242	-0.157055	-0.024022	0.007584	-0.004441	-0.008936	-0.009494	0.420044	0.596090	0.458602	-0.507862	165.090110	82.192162	62.123350	0.063520	0.120086	-0.990729	0.973385	-0.226494	0.034954	-0.220197	-0.966581	-0.131277			
00305						-9.740423	0.119839	-1.281372	-0.218814	0.041960	0.009862	-0.001180	-0.009702	0.000151	0.420136	0.595971	0.458731	-0.507810	165.115009	82.195904	62.170914	0.063390	0.120082	-0.990738	0.973478	-0.226104	0.034881	-0.219822	-0.966673	-0.131230			
00306						-9.757105	0.153501	-1.319832	-0.178495	0.069831	0.032610	0.020884	-0.009196	-0.004552	0.420083	0.595996	0.458683	-0.507867	165.130732	82.198027	62.176122	0.063362	0.120055	-0.990743	0.973439	-0.226280	0.034835	-0.220003	-0.966635	-0.131204			
00307						-9.747868	0.199232	-1.282546	-0.141221	0.025336	0.020164	0.037343	-0.012321	-0.005476	0.419977	0.596071	0.458536	-0.507999	165.134749	82.203702	62.153582	0.063363	0.119943	-0.990757	0.973336	-0.226728	0.034801	-0.220458	-0.966544	-0.131112			
00308						-9.738636	0.245000	-1.245222	-0.103646	-0.019666	0.007726	0.033880	-0.010929	-0.002585	0.419895	0.596124	0.458446	-0.508087	165.148060	82.206496	62.148831	0.063351	0.119896	-0.990763	0.973267	-0.227031	0.034758	-0.220767	-0.966479	-0.131073			
00309						-9.720152	0.270040	-1.199583	-0.086789	-0.067485	-0.015688	0.017163	-0.014259	-0.002083	0.420061	0.595915	0.458700	-0.507965	165.195339	82.210074	62.239525	0.063132	0.119941	-0.990772	0.973445	-0.226286	0.034634	-0.220044	-0.966648	-0.131042			
00310						-9.718405	0.261475	-1.221157	-0.089909	-0.043740	-0.014882	-0.003369	-0.014304	-0.005355	0.420090	0.595875	0.458706	-0.507982	165.195040	82.215140	62.242631	0.063085	0.119867	-0.990784	0.973460	-0.226226	0.034612	-0.219992	-0.966672	-0.130957			
00311						-9.795355	0.254123	-1.223871	-0.101677	-0.047883	0.061460	-0.018308	-0.010877	-0.004473	0.420218	0.595788	0.458788	-0.507905	165.160376	82.217357	62.229608	0.063094	0.119819	-0.990789	0.973542	-0.225861	0.034682	-0.219625	-0.966763	-0.130899			
00312						-9.786227	0.232925	-1.214625	-0.123773	-0.050474	0.050474	-0.031365	-0.008883	-0.004905	0.420320	0.595704	0.458875	-0.507841	165.147962	82.219349	62.236689	0.063063	0.119796	-0.990794	0.973618	-0.225530	0.034701	-0.219297	-0.966843	-0.130858			
00313						-9.788436	0.173277	-1.218576	-0.181375	-0.032107	0.051110	-0.024086	-0.013561	-0.004026	0.420350	0.595695	0.458805	-0.507889	165.109138	82.226781	62.193347	0.063094	0.119634	-0.990811	0.973598	-0.225607	0.034757	-0.219376	-0.966845	-0.130710			
00314						-9.732396	0.162679	-1.234929	-0.184530	-0.006535	-0.002644	-0.018307	-0.010877	-0.004476	0.420418	0.595634	0.458854	-0.507860	165.100253	82.229818	62.196417	0.063063	0.119591	-0.990818	0.973645	-0.225404	0.034764	-0.219177	-0.966898	-0.130654			
00315						-9.717504	0.117037	-1.294625	-0.214150	0.064145	-0.011174	-0.006149	-0.008453	-0.004844	0.420388	0.595626	0.458816	-0.507929	165.118180	82.235837	62.206902	0.062993	0.119511	-0.990833	0.973619	-0.225525	0.034696	-0.219311	-0.966879	-0.130564			
00316						-9.698935	0.142127	-1.249404	-0.198245	0.017101	-0.034602	0.015663	-0.006894	-0.003423	0.420348	0.595649	0.458783	-0.507964	165.128809	82.236521	62.210012	0.062981	0.119504	-0.990834	0.973591	-0.225651	0.034669	-0.219440	-0.966851	-0.130559			
00317						-9.743902	0.190379	-1.217826	-0.158942	-0.030252	0.007536	0.030003	-0.007374	-0.004842	0.420378	0.595514	0.458959	-0.507939	165.224682	82.239850	62.327032	0.062710	0.119581	-0.990842	0.973686	-0.225279	0.034436	-0.219098	-0.966928	-0.130562			
00318						-9.798122	0.259582	-1.194623	-0.099553	-0.074952	0.060619	0.029341	-0.004167	-0.003840	0.420290	0.595572	0.458899	-0.507998	165.247924	82.239086	62.334996	0.062699	0.119602	-0.990840	0.973628	-0.225536	0.034386	-0.219357	-0.966866	-0.130588			
00319						-9.782885	0.348980	-1.198931	-0.009558	-0.089498	0.049156	0.008323	-0.001955	-0.002768	0.420311	0.595511	0.458990	-0.507970	165.288327	82.239257	62.387045	0.062589	0.119656	-0.990841	0.973678	-0.225333	0.034293	-0.219166	-0.966906	-0.130610			
00320						-9.753214	0.277323	-1.196887	-0.077810	-0.072034	0.017032	-0.017926	-0.004951	-0.007113	0.420358	0.595459	0.459058	-0.507930	165.297010	82.239406	62.407663	0.062545	0.119676	-0.990841	0.973726	-0.225129	0.034273	-0.218966	-0.966951	-0.130612			
00321						-9.753392	0.209361	-1.224617	-0.137772	-0.029770	0.018503	-0.028369	-0.000356	-0.004831	0.420412	0.595414	0.459117	-0.507885	165.293623	82.239322	62.415992	0.062528	0.119686	-0.990841	0.973772	-0.224930	0.034281	-0.218767	-0.966996	-0.130612			
00322						-9.753678	0.073639	-1.280551	-0.257651	0.054402	0.021443	-0.013605	-0.002831	-0.009053	0.420436	0.595372	0.459184	-0.507853	165.314919	82.238581	62.446833	0.062470	0.119731	-0.990839	0.973811	-0.224766	0.034236	-0.218608	-0.967029	-0.130637			
00323						-9.764907	0.102089	-1.265541	-0.232078	0.031522	0.031630	0.008447	-0.002478	-0.005837	0.420459	0.595262	0.459336	-0.507827	165.396741	82.240581	62.546614	0.062245	0.119809	-0.990844	0.973891	-0.224450	0.034040	-0.218317	-0.967092	-0.130652			
00324						-9.731135	0.149525	-1.253387	-0.186329	0.012825	-0.001804	0.021257	-0.003418	0.000726	0.420405	0.595315	0.459285	-0.507856	165.397715	82.238753	62.536805	0.062280	0.119827	-0.990839	0.973848	-0.224634	0.034046	-0.218497	-0.967048	-0.130683			
00325						-9.740439	0.170270	-1.261424	-0.163796	0.015809	0.009189	0.020718	-0.000736	-0.001340	0.420129	0.595512	0.458978	-0.508130	165.430660	82.245435	62.508887	0.062285	0.119694	-0.990855	0.973614	-0.225661	0.033942	-0.219535	-0.966825	-0.130591			
00326						-9.772096	0.249217	-1.240244	-0.093573	-0.026941	0.040469	0.017078	0.001601	-0.001780	0.420070	0.595563	0.458955	-0.508140	165.444745	82.241205	62.514668	0.062307	0.119765	-0.990845	0.973582	-0.225803	0.033928	-0.219672	-0.966783	-0.130670			
00327						-9.787218	0.226511	-1.207837	-0.123067	-0.056055	0.050452	0.010761	0.001597	-0.003394	0.420145	0.595457	0.459140	-0.508036	165.491612	82.237678	62.588698	0.062180	0.119900	-0.990837	0.973693	-0.225338	0.033836	-0.219216	-0.966875	-0.130757			
00328						-9.800284	0.263463	-1.170554	-0.096227	-0.102954	0.059766	0.006697	0.005933	-0.001031	0.420108	0.595498	0.459151	-0.508007	165.501285	82.230936	62.596058	0.062218	0.120011	-0.990821	0.973683	-0.225379	0.033844	-0.219249	-0.966851	-0.130876			
00329						-9.751544	0.198057	-1.247571	-0.140854	-0.007471	0.019320	-0.015612	-0.000878	-0.004669	0.420001	0.595634	0.458946	-0.508122	165.459260	82.232535	62.521545	0.062362	0.119906	-0.990825	0.973551	-0.225935	0.033933	-0.219794	-0.966735	-0.130824			
00330						-9.732974	0.155769	-1.231254	-0.184645	-0.012125	-0.002652	-0.016575	0.003801	-0.003934	0.420031	0.595615	0.459020	-0.508052	165.465062	82.227399	62.538412	0.062367	0.120003	-0.990813	0.973594	-0.225749	0.033942	-0.219602	-0.966766	-0.130913			
00331						-9.757176	0.067007	-1.358045	-0.244130	0.128378	0.034910	-0.001634	0.000380	-0.004822	0.419805	0.595793	0.458744	-0.508279	165.475954	82.232688	62.496940	0.062412	0.119876	-0.990825	0.973390	-0.226635	0.033894	-0.220493	-0.966574	-0.130831			
00332						-9.772228	0.111916	-1.297295	-0.214655	0.057191	0.043406	0.018042	-0.003076	-0.002515	0.419752	0.595833	0.458710	-0.508308	165.488533	82.231178	62.500570	0.062416	0.119904	-0.990822	0.973355	-0.226786	0.033872	-0.220643	-0.966536	-0.130864			
00333						-9.783081	0.188958	-1.377088	-0.121092	0.115608	0.067228	0.016938	-0.005535	0.002666	0.419682	0.595831	0.458684	-0.508391	165.537760	82.236064	62.539506	0.062296	0.119871	-0.990833	0.973321	-0.226953	0.033738	-0.220828	-0.966501	-0.130811			
00334						-9.777618	0.251758	-1.294275	-0.078058	0.022136	0.053100	0.003448	-0.009055	-0.001517	0.419688	0.595827	0.458672	-0.508401	165.531742	82.237740	62.532801	0.062297	0.119838	-0.990837	0.973318	-0.226964	0.033745	-0.220841	-0.966502	-0.130780			
00335						-9.751463	0.244685	-1.340393	-0.070341	0.071815	0.032994	-0.011023	-0.015560	-0.003587	0.419754	0.595636	0.458845	-0.508414	165.628502	82.249268	62.653774	0.061952	0.119792	-0.990864	0.973428	-0.226535	0.033474	-0.220456	-0.966608	-0.130643			
00336						-9.757531	0.201226	-1.297896	-0.122239	0.040978	0.031997	-0.016800	-0.018246	-0.003134	0.419837	0.595562	0.458871	-0.508409	165.608079	82.256291	62.644255	0.061916	0.119674	-0.990881	0.973470	-0.226349	0.033491	-0.220277	-0.966667	-0.130514			
00337						-9.763610	0.157839	-1.255184	-0.174389	0.010433	0.030989	-0.005322	-0.020275	-0.001131	0.419909	0.595514	0.458841	-0.508433	165.568289	82.264986	62.608327	0.061922	0.119502	-0.990901	0.973484	-0.226284	0.033544	-0.220216	-0.966703	-0.130345			
00338						-9.735575	0.210300	-1.295315	-0.112406	0.042248	0.010198	0.004821	-0.023396	-0.003684	0.419938	0.595472	0.458802	-0.508494	165.556971	82.274942	62.595497	0.061869	0.119335	-0.990925	0.973479	-0.226305	0.033527	-0.220251	-0.966719	-0.130171			
00339						-9.719166	0.175899	-1.253903	-0.154067	0.014113	-0.012613	0.016616	-0.019233	-0.002793	0.419878	0.595541	0.458612	-0.508633	165.515928	82.284383	62.527990	0.061934	0.119117	-0.990947	0.973373	-0.226755	0.033579	-0.220702	-0.966640	-0.129989			
00340						-9.721451	0.115962	-1.256944	-0.211414	0.031785	-0.011959	0.018978	-0.023082	-0.000509	0.419873	0.595537	0.458528	-0.508719	165.499861	82.293708	62.502163	0.061914	0.118946	-0.990968	0.973335	-0.226918	0.033575	-0.220875	-0.966623	-0.129824			
00341						-9.766715	0.096727	-1.251937	-0.232194	0.026980	0.031640	0.035756	-0.020006	-0.002568	0.419884	0.595437	0.458586	-0.508775	165.559991	82.303694	62.568903	0.061696	0.118865	-0.990992	0.973370	-0.226793	0.033396	-0.220781	-0.966662	-0.129692			
00342						-9.768698	0.171960	-1.199197	-0.170120	-0.040148	0.029291	0.041714	-0.018265	0.000307	0.419802	0.595494	0.458452	-0.508896	165.558800	82.310236	62.544968	0.061693	0.118739	-0.991007	0.973282	-0.227176	0.033370	-0.221171	-0.966588	-0.129581			
00343						-9.781819	0.276593	-1.131921	-0.082844	-0.129369	0.037091	0.024095	-0.017189	0.000035	0.419777	0.595474	0.458406	-0.508981	165.576848	82.318700	62.555240	0.061604	0.118620	-0.991027	0.973255	-0.227302	0.033293	-0.221313	-0.966573	-0.129450			
00344						-9.766933	0.299025	-1.162969	-0.053408	-0.101571	0.027116	-0.018925	-0.015761	0.004341	0.419880	0.595419	0.458420	-0.508948	165.526964	82.323280	62.517236	0.061646	0.118509	-0.991038	0.973298	-0.227104	0.033386	-0.221112	-0.966633	-0.129344			
00345						-9.729856	0.195870	-1.251461	-0.131166	0.013762	-0.001611	-0.041283	-0.014650	0.000883	0.419901	0.595374	0.458365	-0.509033	165.519353	82.335370	62.505424	0.061574	0.118310	-0.991066	0.973284	-0.227170	0.033351	-0.221194	-0.966642	-0.129137			
00346						-9.711572	0.086614	-1.261691	-0.234651	0.051554	-0.022065	-0.026086	-0.011615	0.000399	0.420006	0.595306	0.458417	-0.508980	165.485987	82.338226	62.488196	0.061587	0.118248	-0.991072	0.973345	-0.226898	0.033413	-0.220921	-0.966713	-0.129070			
00347						-9.730486	0.080931	-1.182095	-0.257772	-0.025565	-0.013750	0.002049	-0.010041	0.003394	0.420017	0.595244	0.458445	-0.509017	165.517445	82.345014	62.523299	0.061460	0.118182	-0.991088	0.973365	-0.226829	0.033313	-0.220870	-0.966738	-0.128975			
00348						-9.771515	0.181702	-1.168198	-0.165846	-0.066311	0.028466	0.007706	-0.006828	0.006003	0.420024	0.595272	0.458404	-0.509015	165.485506	82.344422	62.487975	0.061538	0.118153	-0.991087	0.973348	-0.226890	0.033388	-0.220923	-0.966727	-0.128966			
00349						-9.756530	0.204500	-1.200197	-0.135996	-0.037842	0.018500	0.001326	-0.006570	0.005931	0.419994	0.595321	0.458296	-0.509080	165.453405	82.348137	62.441356	0.061604	0.118046	-0.991095	0.973288	-0.227139	0.033444	-0.221168	-0.966682	-0.128885			
00350						-9.735930	0.222415	-1.178362	-0.122804	-0.060605	-0.004141	0.005041	-0.001507	0.003454	0.419991	0.595350	0.458281	-0.509062	165.436146	82.344964	62.422363	0.061669	0.118074	-0.991088	0.973278	-0.227172	0.033496	-0.221192	-0.966670	-0.128928			
00351						-9.788391	0.216859	-1.206268	-0.126043	-0.038012	0.051256	0.008683	-0.003845	0.003889	0.419909	0.595462	0.458114	-0.509150	165.395920	82.346086	62.356167	0.061796	0.117985	-0.991091	0.973171	-0.227617	0.033582	-0.221627	-0.966576	-0.128886			
00352						-9.786371	0.276453	-1.201077	-0.069442	-0.056684	0.050579	0.003099	0.000343	-0.001631	0.419894	0.595480	0.458123	-0.509133	165.400482	82.342624	62.360293	0.061816	0.118043	-0.991083	0.973169	-0.227626	0.033587	-0.221631	-0.966567	-0.128946			
00353						-9.743424	0.235623	-1.209053	-0.102855	-0.034977	0.007691	-0.013978	-0.001258	0.000172	0.419920	0.595374	0.458249	-0.509121	165.471648	82.346299	62.447133	0.061607	0.118080	-0.991091	0.973240	-0.227349	0.033411	-0.221379	-0.966628	-0.128927			
00354						-9.719265	0.169512	-1.261359	-0.154791	0.033176	-0.011727	-0.014098	-0.000732	0.003240	0.419971	0.595365	0.458285	-0.509057	165.445237	82.342746	62.429949	0.061671	0.118116	-0.991083	0.973273	-0.227197	0.033486	-0.221216	-0.966659	-0.128971			
00355						-9.745464	0.176487	-1.214020	-0.159607	-0.017323	0.008376	-0.002002	0.002114	-0.003551	0.419898	0.595389	0.458261	-0.509111	165.484866	82.343361	62.459459	0.061605	0.118138	-0.991084	0.973237	-0.227364	0.033394	-0.221392	-0.966617	-0.128983			
00356						-9.756594	0.205409	-1.199527	-0.135542	-0.040014	0.018498	-0.005402	0.003243	-0.002185	0.419900	0.595396	0.458300	-0.509067	165.490091	82.338392	62.469156	0.061625	0.118225	-0.991073	0.973254	-0.227290	0.033404	-0.221312	-0.966624	-0.129070			
00357						-9.777028	0.255701	-1.193157	-0.089566	-0.060418	0.039602	-0.019198	0.001039	0.001319	0.419970	0.595357	0.458367	-0.508994	165.473361	82.335940	62.466832	0.061649	0.118260	-0.991067	0.973309	-0.227049	0.033452	-0.221065	-0.966676	-0.129101			
00358						-9.754701	0.197825	-1.222680	-0.138778	-0.016505	0.019339	-0.030136	0.000387	0.001392	0.420062	0.595313	0.458452	-0.508894	165.446631	82.332042	62.458585	0.061698	0.118311	-0.991058	0.973378	-0.226740	0.033529	-0.220746	-0.966743	-0.129151			
00359						-9.775337	0.180778	-1.244108	-0.152622	0.005234	0.041975	-0.030075	0.000124	-0.000144	0.420228	0.595191	0.458635	-0.508735	165.428486	82.328737	62.476816	0.061686	0.118381	-0.991050	0.973519	-0.226126	0.033584	-0.220126	-0.966878	-0.129195			
00360						-9.777387	0.121302	-1.249103	-0.209958	0.022899	0.042649	-0.018655	-0.001484	-0.004554	0.420274	0.595152	0.458704	-0.508679	165.430832	82.326732	62.491285	0.061672	0.118428	-0.991046	0.973566	-0.225921	0.033588	-0.219920	-0.966920	-0.129230			
00361						-9.771463	0.232141	-1.261816	-0.097956	0.011223	0.042151	-0.006620	0.001468	-0.001871	0.420148	0.595227	0.458585	-0.508802	165.459315	82.330019	62.494183	0.061640	0.118380	-0.991053	0.973469	-0.226350	0.033509	-0.220358	-0.966826	-0.129192			
00362						-9.743381	0.236530	-1.209224	-0.103765	-0.037824	0.007671	-0.009297	-0.000873	-0.003045	0.420169	0.595213	0.458627	-0.508763	165.461483	82.327471	62.503027	0.061642	0.118429	-0.991047	0.973495	-0.226238	0.033515	-0.220243	-0.966846	-0.129236			
00363						-9.747108	0.252747	-1.163199	-0.099739	-0.085497	0.005957	-0.018835	-0.000697	0.000048	0.420077	0.595375	0.458387	-0.508867	165.382999	82.328103	62.389997	0.061871	0.118297	-0.991049	0.973351	-0.226834	0.033690	-0.220818	-0.966722	-0.129179			
00364						-9.743599	0.169041	-1.236954	-0.165133	0.004997	0.009179	-0.035668	-0.003350	-0.004292	0.420179	0.595296	0.458494	-0.508778	165.372414	82.327114	62.401173	0.061856	0.118325	-0.991046	0.973435	-0.226466	0.033718	-0.220448	-0.966805	-0.129190			
00365						-9.745670	0.109523	-1.241782	-0.221655	0.022956	0.009861	-0.024791	-0.002435	-0.002830	0.420235	0.595224	0.458580	-0.508739	165.389335	82.328666	62.432774	0.061778	0.118335	-0.991050	0.973496	-0.226214	0.033673	-0.220204	-0.966863	-0.129174			
00366						-9.799987	0.111738	-1.246816	-0.221984	0.020551	0.064411	-0.007777	-0.000569	-0.003094	0.420251	0.595214	0.458619	-0.508703	165.392818	82.325967	62.442019	0.061780	0.118386	-0.991044	0.973518	-0.226117	0.033677	-0.220105	-0.966879	-0.129221			
00367						-9.810965	0.208597	-1.203950	-0.137291	-0.044056	0.073022	-0.000482	0.002257	0.004339	0.420159	0.595287	0.458524	-0.508778	165.401443	82.326101	62.431348	0.061801	0.118373	-0.991044	0.973443	-0.226443	0.033657	-0.220431	-0.966805	-0.129224			
00368						-9.743476	0.236922	-1.208384	-0.105133	-0.038632	0.007654	-0.009055	-0.002083	-0.001247	0.420186	0.595275	0.458558	-0.508739	165.395007	82.323985	62.431304	0.061818	0.118405	-0.991039	0.973467	-0.226337	0.033681	-0.220321	-0.966826	-0.129255			
00369						-9.732330	0.207985	-1.223041	-0.128061	-0.016899	-0.002456	-0.018893	-0.000436	0.001580	0.420247	0.595167	0.458700	-0.508688	165.443793	82.325511	62.500993	0.061662	0.118457	-0.991043	0.973555	-0.225975	0.033564	-0.219975	-0.966904	-0.129258			
00370						-9.745532	0.177774	-1.213287	-0.160962	-0.021377	0.008346	-0.013914	-0.001521	-0.001368	0.420287	0.595146	0.458747	-0.508637	165.435788	82.323111	62.502178	0.061679	0.118495	-0.991037	0.973589	-0.225821	0.033592	-0.219817	-0.966935	-0.129294			
00371						-9.769875	0.176651	-1.188878	-0.170883	-0.046932	0.029248	-0.005280	0.002557	0.002685	0.420218	0.595310	0.458537	-0.508691	165.345119	82.319551	62.382814	0.061954	0.118421	-0.991029	0.973466	-0.226321	0.033812	-0.220287	-0.966827	-0.129300			
00372						-9.753121	0.123805	-1.272758	-0.203668	0.047581	0.021684	-0.001760	0.000742	0.006186	0.420236	0.595337	0.458535	-0.508646	165.315343	82.314800	62.354970	0.062050	0.118463	-0.991018	0.973469	-0.226294	0.033900	-0.220246	-0.966829	-0.129362			
00373						-9.830080	0.049423	-1.304698	-0.273950	0.086078	0.099562	0.028431	0.000096	0.003265	0.420134	0.595420	0.458439	-0.508720	165.326878	82.313948	62.346006	0.062075	0.118467	-0.991016	0.973389	-0.226642	0.033878	-0.220592	-0.966747	-0.129383			
00374						-9.751436	0.048188	-1.323936	-0.266172	0.113741	0.024072	0.055465	-0.000635	0.003506	0.419978	0.595558	0.458297	-0.508815	165.339443	82.310355	62.327795	0.062142	0.118502	-0.991007	0.973267	-0.227165	0.033866	-0.221109	-0.966620	-0.129451			
00375						-9.640817	0.102547	-1.308359	-0.207950	0.100478	-0.085697	0.084022	-0.001063	0.003694	0.419448	0.595950	0.457732	-0.509302	165.400227	82.318492	62.274625	0.062186	0.118320	-0.991026	0.972822	-0.229089	0.033693	-0.223046	-0.966188	-0.129350			
00376						-9.674308	0.189415	-1.263904	-0.135213	0.033194	-0.055321	0.087851	-0.004348	0.007453	0.419214	0.596155	0.457487	-0.509474	165.411131	82.316414	62.235945	0.062283	0.118310	-0.991022	0.972624	-0.229930	0.033677	-0.223882	-0.965989	-0.129391			
00377						-9.792028	0.282354	-1.254391	-0.053897	-0.010749	0.063244	0.058817	-0.001501	0.003660	0.418907	0.596416	0.457125	-0.509747	165.417859	82.319136	62.173198	0.062390	0.118200	-0.991028	0.972346	-0.231107	0.033650	-0.225056	-0.965722	-0.129350			
00378						-9.799534	0.295031	-1.285141	-0.035178	0.015003	0.075085	0.028787	-0.009301	0.003365	0.418850	0.596475	0.457032	-0.509808	165.406384	82.320406	62.146047	0.062436	0.118151	-0.991031	0.972282	-0.231374	0.033670	-0.225321	-0.965664	-0.129322			
00379						-9.807244	0.260083	-1.220419	-0.081737	-0.039685	0.073204	-0.004331	-0.009781	0.003327	0.418775	0.596440	0.457010	-0.509931	165.480052	82.330450	62.209196	0.062225	0.118066	-0.991054	0.972250	-0.231539	0.033461	-0.225517	-0.965635	-0.129197			
00380						-9.753072	0.258428	-1.214097	-0.082126	-0.038228	0.018642	-0.033867	-0.012334	0.005258	0.418916	0.596364	0.457065	-0.509854	165.421786	82.333150	62.171041	0.062282	0.117983	-0.991061	0.972326	-0.231203	0.033580	-0.225174	-0.965725	-0.129118			
