// General information: 
//  MT Manager version: 2021.4.0 
//  XDA version: 2021.4.0 build 6323 rev 112641 built on 2021-09-28
// Device information: 
//  DeviceId: 00B4A3D1
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	GyrTemp_X	GyrTemp_Y	GyrTemp_Z
00144						-5.379668	0.847849	8.132387	-0.010787	-0.030305	-0.025228	-0.003627	-0.000487	-0.007168	0.232433	0.290477	0.027312	-0.927821	5.804600	33.484919	-150.124442	-0.723196	-0.415446	-0.551717	0.447180	-0.890458	0.084351	-0.526324	-0.185715	0.829755			
00145						-5.349712	0.813159	8.151564	-0.057292	-0.015735	-0.028767	-0.011533	-0.006984	-0.001604	0.232451	0.290425	0.027348	-0.927832	5.798683	33.479929	-150.124809	-0.723240	-0.415465	-0.551645	0.447235	-0.890438	0.084270	-0.526216	-0.185768	0.829811			
00146						-5.374685	0.765298	8.108507	-0.036535	0.045855	-0.054749	-0.012591	-0.010949	0.003852	0.232529	0.290338	0.027351	-0.927839	5.797951	33.469515	-150.116663	-0.723268	-0.415618	-0.551493	0.447382	-0.890364	0.084269	-0.526054	-0.185779	0.829912			
00147						-5.392094	0.748641	8.110008	-0.030542	0.067855	-0.045301	-0.015362	-0.015547	0.009334	0.232604	0.290243	0.027379	-0.927850	5.793637	33.459009	-150.110145	-0.723309	-0.415751	-0.551340	0.447536	-0.890291	0.084217	-0.525867	-0.185830	0.830019			
00148						-5.370095	0.723561	8.097988	-0.049288	0.084562	-0.069521	-0.014708	-0.018881	0.014760	0.232737	0.290118	0.027367	-0.927856	5.795403	33.443461	-150.095167	-0.723330	-0.416014	-0.551114	0.447773	-0.890169	0.084258	-0.525637	-0.185827	0.830165			
00149						-5.377649	0.698121	8.131829	-0.070912	0.105126	-0.039405	-0.015403	-0.022247	0.022461	0.232874	0.289994	0.027368	-0.927860	5.795748	33.428375	-150.080145	-0.723346	-0.416276	-0.550894	0.448022	-0.890041	0.084277	-0.525401	-0.185851	0.830309			
00150						-5.372561	0.810389	8.202062	-0.059316	-0.007611	0.025574	-0.007682	-0.016639	0.029989	0.233067	0.289890	0.027304	-0.927846	5.807289	33.413247	-150.054722	-0.723287	-0.416670	-0.550674	0.448330	-0.889869	0.084459	-0.525219	-0.185795	0.830437			
00151						-5.328160	0.835374	8.179180	-0.066806	-0.042182	-0.015755	-0.011113	-0.017906	0.030041	0.233232	0.289792	0.027279	-0.927836	5.813099	33.400190	-150.034227	-0.723247	-0.416991	-0.550484	0.448612	-0.889718	0.084556	-0.525034	-0.185798	0.830553			
00152						-5.315560	0.821140	8.134920	-0.057941	-0.024051	-0.060640	-0.007920	-0.007680	0.033993	0.233439	0.289730	0.027220	-0.927805	5.826379	33.389957	-150.005817	-0.723125	-0.417399	-0.550334	0.448945	-0.889531	0.084759	-0.524918	-0.185778	0.830631			
00153						-5.323440	0.831568	8.103736	-0.030274	-0.022328	-0.081314	-0.008818	-0.017953	0.031358	0.233607	0.289635	0.027182	-0.927793	5.833987	33.376789	-149.984434	-0.723079	-0.417732	-0.550142	0.449224	-0.889378	0.084882	-0.524742	-0.185761	0.830746			
00154						-5.331537	0.807261	8.137100	-0.051747	-0.001076	-0.051198	-0.006189	-0.007542	0.025844	0.233778	0.289574	0.027130	-0.927771	5.845063	33.367090	-149.961075	-0.722989	-0.418073	-0.550001	0.449497	-0.889223	0.085052	-0.524632	-0.185732	0.830822			
00155						-5.360255	0.842197	8.118773	-0.005133	-0.015054	-0.047655	0.001195	-0.010719	0.019895	0.233877	0.289522	0.027071	-0.927764	5.854374	33.358707	-149.947014	-0.722956	-0.418291	-0.549879	0.449641	-0.889137	0.085195	-0.524554	-0.185656	0.830888			
00156						-5.307295	0.858011	8.127348	-0.040093	-0.050387	-0.068294	0.000603	-0.010043	0.018545	0.234001	0.289457	0.026992	-0.927755	5.866558	33.348045	-149.929313	-0.722916	-0.418566	-0.549723	0.449818	-0.889030	0.085382	-0.524459	-0.185551	0.830972			
00157						-5.260230	0.881318	8.158254	-0.079527	-0.094975	-0.066483	0.001808	-0.004200	0.016238	0.234082	0.289436	0.026943	-0.927743	5.875096	33.343585	-149.917292	-0.722865	-0.418739	-0.549658	0.449932	-0.888960	0.085511	-0.524431	-0.185496	0.831002			
00158						-5.326515	0.884390	8.141051	-0.020877	-0.064838	-0.044066	-0.000864	-0.004754	0.012669	0.234185	0.289393	0.026889	-0.927732	5.884259	33.336245	-149.902663	-0.722819	-0.418959	-0.549551	0.450085	-0.888869	0.085651	-0.524363	-0.185435	0.831058			
00159						-5.326024	0.771157	8.126661	-0.064206	0.039136	-0.065986	-0.005250	-0.005940	0.009129	0.234243	0.289354	0.026881	-0.927729	5.886019	33.331206	-149.895612	-0.722809	-0.419072	-0.549478	0.450184	-0.888815	0.085681	-0.524291	-0.185435	0.831103			
00160						-5.342225	0.828981	8.129917	-0.027707	-0.004448	-0.049422	0.002563	-0.003493	0.012613	0.234337	0.289321	0.026811	-0.927718	5.897228	33.324624	-149.881421	-0.722760	-0.419282	-0.549382	0.450311	-0.888735	0.085850	-0.524251	-0.185343	0.831149			
00161						-5.314173	0.836072	8.161262	-0.061201	-0.027315	-0.038172	-0.002495	-0.000850	0.011767	0.234402	0.289309	0.026793	-0.927706	5.901753	33.322327	-149.872210	-0.722711	-0.419410	-0.549348	0.450415	-0.888676	0.085918	-0.524228	-0.185341	0.831164			
00162						-5.332670	0.821083	8.161929	-0.055056	-0.004645	-0.028742	0.005319	0.001596	0.015250	0.234506	0.289303	0.026714	-0.927684	5.915584	33.318476	-149.855553	-0.722621	-0.419638	-0.549292	0.450552	-0.888586	0.086123	-0.524234	-0.185251	0.831180			
00163						-5.328981	0.855081	8.151640	-0.037652	-0.033207	-0.036394	0.004504	0.003548	0.014799	0.234575	0.289321	0.026663	-0.927662	5.925426	33.318502	-149.843961	-0.722536	-0.419784	-0.549293	0.450641	-0.888527	0.086265	-0.524274	-0.185204	0.831165			
00164						-5.338220	0.865397	8.119582	-0.009836	-0.030828	-0.057070	0.000932	0.000412	0.011710	0.234665	0.289303	0.026607	-0.927646	5.935409	33.314212	-149.830297	-0.722472	-0.419977	-0.549230	0.450768	-0.888449	0.086414	-0.524255	-0.185143	0.831191			
00165						-5.379028	0.801719	8.131112	-0.015272	0.041770	-0.030576	0.001745	-0.001541	0.012161	0.234727	0.289294	0.026568	-0.927635	5.942485	33.311489	-149.820861	-0.722425	-0.420109	-0.549190	0.450853	-0.888395	0.086520	-0.524246	-0.185100	0.831206			
00166						-5.332436	0.824960	8.161691	-0.054550	-0.002167	-0.028738	0.003067	-0.001021	0.018001	0.234842	0.289274	0.026490	-0.927614	5.956011	33.306042	-149.803145	-0.722340	-0.420359	-0.549111	0.451011	-0.888295	0.086721	-0.524227	-0.185013	0.831238			
00167						-5.347026	0.842890	8.152316	-0.031213	-0.008999	-0.026965	-0.000194	-0.000896	0.013086	0.234910	0.289265	0.026459	-0.927601	5.962348	33.303626	-149.793031	-0.722286	-0.420498	-0.549076	0.451113	-0.888234	0.086816	-0.524214	-0.184989	0.831251			
00168						-5.228189	0.855742	8.177750	-0.124583	-0.073612	-0.069951	-0.002946	0.001703	0.013560	0.235021	0.289249	0.026422	-0.927578	5.970814	33.299988	-149.777153	-0.722200	-0.420716	-0.549023	0.451286	-0.888134	0.086942	-0.524184	-0.184977	0.831273			
00169						-5.337827	0.869343	8.119419	-0.009278	-0.028067	-0.057061	0.002285	0.008129	0.012546	0.235082	0.289285	0.026391	-0.927553	5.978724	33.302743	-149.766760	-0.722100	-0.420834	-0.549063	0.451371	-0.888080	0.087054	-0.524247	-0.184969	0.831235			
00170						-5.360591	0.821170	8.129948	-0.020519	0.023467	-0.040004	-0.006431	0.003104	0.009541	0.235166	0.289273	0.026373	-0.927536	5.983844	33.300190	-149.755117	-0.722036	-0.420993	-0.549026	0.451508	-0.888002	0.087131	-0.524218	-0.184978	0.831252			
00171						-5.377181	0.878423	8.132949	0.015850	-0.020761	-0.023414	-0.007475	-0.001354	0.006877	0.235217	0.289252	0.026384	-0.927529	5.983670	33.297878	-149.749262	-0.722012	-0.421078	-0.548992	0.451604	-0.887954	0.087131	-0.524168	-0.185017	0.831274			
00172						-5.352587	0.886263	8.110033	0.014461	-0.033025	-0.055281	-0.008296	-0.007087	0.003314	0.235290	0.289188	0.026378	-0.927531	5.984709	33.289843	-149.740958	-0.722018	-0.421221	-0.548875	0.451733	-0.887886	0.087154	-0.524049	-0.185018	0.831349			
00173						-5.307685	0.834665	8.138684	-0.055344	-0.011377	-0.060602	-0.009475	-0.005732	0.000617	0.235315	0.289144	0.026402	-0.927537	5.980877	33.285407	-149.739679	-0.722045	-0.421259	-0.548810	0.451794	-0.887860	0.087103	-0.523959	-0.185057	0.831397			
00174						-5.294055	0.857071	8.161021	-0.065385	-0.040740	-0.047549	-0.012824	-0.010142	-0.003369	0.235358	0.289060	0.026421	-0.927552	5.976712	33.276063	-149.736896	-0.722102	-0.421339	-0.548674	0.451888	-0.887817	0.087052	-0.523800	-0.185079	0.831492			
00175						-5.341550	0.874266	8.143458	-0.012834	-0.032946	-0.034592	-0.009253	-0.007009	-0.000281	0.235378	0.289011	0.026444	-0.927562	5.972623	33.270952	-149.736316	-0.722140	-0.421371	-0.548599	0.451941	-0.887796	0.086997	-0.523702	-0.185110	0.831547			
00176						-5.308100	0.837471	8.216990	-0.091152	-0.027739	0.005007	-0.010933	-0.000439	-0.005254	0.235406	0.288974	0.026466	-0.927565	5.969433	33.267310	-149.734322	-0.722155	-0.421413	-0.548546	0.452005	-0.887767	0.086955	-0.523625	-0.185151	0.831587			
00177						-5.326652	0.855038	8.153166	-0.035883	-0.024596	-0.036362	-0.012560	0.003467	-0.006155	0.235403	0.288969	0.026525	-0.927566	5.961666	33.268517	-149.736994	-0.722165	-0.421374	-0.548563	0.452033	-0.887764	0.086841	-0.523587	-0.185256	0.831587			
00178						-5.275135	0.868389	8.161011	-0.070819	-0.060037	-0.056939	-0.009944	0.006680	-0.006661	0.235427	0.288966	0.026556	-0.927560	5.958629	33.268990	-149.734948	-0.722146	-0.421397	-0.548570	0.452092	-0.887738	0.086796	-0.523563	-0.185325	0.831587			
00179						-5.290762	0.884013	8.151221	-0.047479	-0.066857	-0.055161	-0.012751	0.011942	-0.010258	0.235404	0.288999	0.026632	-0.927554	5.949550	33.275267	-149.739810	-0.722130	-0.421306	-0.548662	0.452092	-0.887752	0.086658	-0.523585	-0.185467	0.831541			
00180						-5.345886	0.794796	8.140229	-0.042571	0.036682	-0.041793	-0.010895	0.014445	-0.007142	0.235423	0.289031	0.026675	-0.927537	5.946239	33.280232	-149.737744	-0.722074	-0.421308	-0.548734	0.452148	-0.887729	0.086605	-0.523615	-0.185574	0.831499			
00181						-5.345111	0.866758	8.141924	-0.012107	-0.029262	-0.034579	-0.008957	0.013799	-0.008067	0.235405	0.289078	0.026732	-0.927526	5.940227	33.287435	-149.740978	-0.722038	-0.421232	-0.548840	0.452143	-0.887740	0.086511	-0.523668	-0.185690	0.831439			
00182						-5.350087	0.832717	8.151354	-0.029264	0.000486	-0.026955	-0.009324	0.013201	-0.010315	0.235386	0.289106	0.026767	-0.927521	5.936231	33.291873	-149.743898	-0.722022	-0.421174	-0.548904	0.452128	-0.887754	0.086449	-0.523702	-0.185757	0.831403			
00183						-5.295527	0.879187	8.148648	-0.046979	-0.064442	-0.055143	-0.004574	0.014979	-0.004527	0.235377	0.289163	0.026800	-0.927504	5.934102	33.299537	-149.744636	-0.721964	-0.421128	-0.549016	0.452126	-0.887758	0.086410	-0.523783	-0.185840	0.831333			
00184						-5.305938	0.887479	8.116041	-0.019128	-0.062145	-0.075825	-0.013570	0.013892	-0.010713	0.235423	0.289186	0.026876	-0.927483	5.927363	33.304275	-149.740430	-0.721894	-0.421158	-0.549085	0.452247	-0.887707	0.086308	-0.523776	-0.186017	0.831298			
00185						-5.318267	0.901008	8.160558	-0.027707	-0.078910	-0.030893	-0.010594	0.010019	-0.012087	0.235389	0.289212	0.026942	-0.927482	5.918762	33.309557	-149.746667	-0.721896	-0.421054	-0.549162	0.452222	-0.887732	0.086178	-0.523794	-0.186132	0.831261			
00186						-5.361944	0.796394	8.104537	-0.014139	0.041630	-0.062493	-0.012365	0.012052	-0.016133	0.235377	0.289229	0.027009	-0.927478	5.910572	33.313620	-149.750155	-0.721888	-0.420990	-0.549221	0.452238	-0.887736	0.086055	-0.523792	-0.186257	0.831234			
00187						-5.405760	0.770488	8.127875	-0.006565	0.076888	-0.021248	-0.012902	0.010065	-0.013411	0.235340	0.289252	0.027088	-0.927477	5.900153	33.319002	-149.757289	-0.721896	-0.420874	-0.549300	0.452215	-0.887763	0.085898	-0.523800	-0.186392	0.831199			
00188						-5.393576	0.792174	8.149403	-0.016592	0.047508	-0.008176	-0.011273	0.006159	-0.012511	0.235352	0.289244	0.027139	-0.927475	5.893912	33.319554	-149.757662	-0.721894	-0.420867	-0.549308	0.452266	-0.887746	0.085807	-0.523759	-0.186490	0.831203			
00189						-5.377327	0.733462	8.146181	-0.052890	0.092284	-0.024809	-0.010037	0.002139	-0.005742	0.235347	0.289235	0.027184	-0.927478	5.887702	33.319964	-149.760119	-0.721909	-0.420834	-0.549314	0.452284	-0.887745	0.085717	-0.523723	-0.186566	0.831208			
00190						-5.356952	0.821642	8.147968	-0.028168	0.005192	-0.026953	-0.004611	0.000093	-0.002646	0.235367	0.289209	0.027174	-0.927481	5.888680	33.316547	-149.757826	-0.721921	-0.420880	-0.549264	0.452315	-0.887728	0.085734	-0.523681	-0.186547	0.831239			
00191						-5.258940	0.858234	8.186557	-0.102672	-0.075821	-0.045577	0.001209	0.005846	-0.002301	0.235362	0.289231	0.027166	-0.927476	5.890349	33.318866	-149.757673	-0.721900	-0.420870	-0.549298	0.452299	-0.887734	0.085756	-0.523723	-0.186540	0.831215			
00192						-5.243118	0.913972	8.197873	-0.095377	-0.134024	-0.040088	-0.006890	0.015023	-0.005849	0.235334	0.289274	0.027176	-0.927470	5.889784	33.324288	-149.760599	-0.721877	-0.420807	-0.549377	0.452252	-0.887759	0.085743	-0.523796	-0.186561	0.831164			
00193						-5.365040	0.827573	8.169049	-0.032218	-0.001817	-0.004484	-0.004191	0.015092	-0.010396	0.235297	0.289332	0.027216	-0.927460	5.885686	33.332351	-149.765319	-0.721845	-0.420709	-0.549495	0.452206	-0.887789	0.085675	-0.523880	-0.186641	0.831093			
00194						-5.390352	0.853006	8.126934	0.018829	-0.006584	-0.023399	-0.008073	0.016378	-0.008548	0.235267	0.289379	0.027239	-0.927452	5.883509	33.338697	-149.768892	-0.721818	-0.420633	-0.549587	0.452162	-0.887815	0.085637	-0.523954	-0.186688	0.831036			
00195						-5.402573	0.788038	8.091895	0.016052	0.061351	-0.051359	-0.008887	0.010647	-0.012118	0.235230	0.289410	0.027298	-0.927450	5.875903	33.344326	-149.775101	-0.721817	-0.420528	-0.549669	0.452129	-0.887843	0.085522	-0.523984	-0.186790	0.830993			
00196						-5.384958	0.767955	8.155407	-0.039010	0.059457	-0.009977	-0.007199	0.004078	-0.007145	0.235230	0.289401	0.027307	-0.927453	5.874403	33.343593	-149.775704	-0.721828	-0.420524	-0.549659	0.452134	-0.887843	0.085501	-0.523965	-0.186803	0.831002			
00197						-5.375696	0.792358	8.122831	-0.017272	0.039417	-0.040049	-0.006691	-0.001136	-0.004871	0.235225	0.289381	0.027331	-0.927459	5.870321	33.342079	-149.777794	-0.721856	-0.420505	-0.549636	0.452141	-0.887845	0.085443	-0.523921	-0.186836	0.831023			
00198						-5.362716	0.815176	8.144826	-0.027280	0.010002	-0.026954	-0.002080	-0.001228	-0.002223	0.235271	0.289351	0.027317	-0.927458	5.872628	33.337872	-149.771933	-0.721847	-0.420599	-0.549575	0.452216	-0.887803	0.085480	-0.523867	-0.186823	0.831060			
00199						-5.366368	0.782124	8.154949	-0.044602	0.039153	-0.019358	-0.001489	-0.001906	-0.000874	0.235277	0.289334	0.027311	-0.927461	5.872998	33.335683	-149.771345	-0.721861	-0.420617	-0.549543	0.452224	-0.887798	0.085488	-0.523841	-0.186806	0.831080			
00200						-5.353356	0.805334	8.176927	-0.054536	0.009658	-0.006259	-0.001715	-0.000632	0.000025	0.235339	0.289304	0.027300	-0.927455	5.875655	33.331562	-149.763360	-0.721837	-0.420737	-0.549483	0.452329	-0.887740	0.085531	-0.523784	-0.186808	0.831115			
00201						-5.364269	0.741594	8.142602	-0.057331	0.077584	-0.034242	0.000816	-0.001952	0.000450	0.235348	0.289290	0.027281	-0.927458	5.877841	33.329266	-149.761866	-0.721845	-0.420767	-0.549450	0.452335	-0.887734	0.085564	-0.523768	-0.186771	0.831134			
00202						-5.317320	0.798734	8.109032	-0.047240	0.014552	-0.083051	0.001325	-0.007166	0.002725	0.235412	0.289237	0.027238	-0.927460	5.883535	33.321398	-149.753217	-0.721847	-0.420914	-0.549335	0.452427	-0.887678	0.085655	-0.523686	-0.186705	0.831201			
00203						-5.331862	0.781433	8.164414	-0.073181	0.026686	-0.030511	0.005120	-0.005306	0.004922	0.235436	0.289212	0.027189	-0.927463	5.889733	33.316926	-149.748905	-0.721852	-0.420990	-0.549270	0.452443	-0.887661	0.085749	-0.523665	-0.186615	0.831234			
00204						-5.361135	0.816265	8.145757	-0.026492	0.013436	-0.026956	0.006748	-0.001529	0.008942	0.235465	0.289199	0.027094	-0.927462	5.902208	33.312235	-149.742122	-0.721841	-0.421098	-0.549201	0.452440	-0.887645	0.085935	-0.523682	-0.186450	0.831260			
00205						-5.357144	0.850170	8.135762	-0.009057	-0.015116	-0.034544	0.008688	-0.002172	0.008018	0.235498	0.289194	0.027027	-0.927458	5.911733	33.309365	-149.735479	-0.721816	-0.421196	-0.549159	0.452460	-0.887621	0.086076	-0.523700	-0.186342	0.831273			
00206						-5.332576	0.859571	8.112712	-0.010467	-0.027507	-0.066382	0.009139	-0.004721	0.006220	0.235578	0.289162	0.026948	-0.927449	5.923677	33.302770	-149.722700	-0.721776	-0.421389	-0.549063	0.452557	-0.887554	0.086256	-0.523670	-0.186225	0.831318			
00207						-5.350620	0.844410	8.113628	-0.004503	-0.005448	-0.057019	-0.000027	-0.007201	0.004998	0.235610	0.289123	0.026919	-0.927454	5.926883	33.297208	-149.718467	-0.721791	-0.421469	-0.548982	0.452601	-0.887527	0.086308	-0.523612	-0.186174	0.831366			
00208						-5.357441	0.779136	8.134144	-0.038980	0.053005	-0.041853	0.002729	-0.009797	0.004524	0.235722	0.289056	0.026882	-0.927448	5.933289	33.287597	-149.703897	-0.721764	-0.421699	-0.548842	0.452781	-0.887425	0.086410	-0.523495	-0.186137	0.831448			
00209						-5.352715	0.812402	8.124689	-0.021538	0.024457	-0.049436	0.000479	-0.012416	0.007273	0.235765	0.288994	0.026842	-0.927457	5.937431	33.278925	-149.698475	-0.721795	-0.421809	-0.548715	0.452838	-0.887389	0.086479	-0.523401	-0.186059	0.831524			
00210						-5.336581	0.796027	8.134900	-0.044962	0.032691	-0.051219	0.004865	-0.018917	0.007698	0.235715	0.288908	0.026700	-0.927501	5.949743	33.265012	-149.702636	-0.721941	-0.421824	-0.548512	0.452679	-0.887451	0.086671	-0.523338	-0.185729	0.831638			
00211						-5.334970	0.796839	8.135877	-0.044909	0.032992	-0.051220	0.003514	-0.018952	0.009971	0.235767	0.288819	0.026634	-0.927517	5.956381	33.252455	-149.695851	-0.721995	-0.421970	-0.548329	0.452740	-0.887409	0.086780	-0.523211	-0.185596	0.831748			
00212						-5.340797	0.845618	8.171886	-0.035848	-0.012141	-0.013837	0.004103	-0.019630	0.011318	0.235798	0.288713	0.026537	-0.927545	5.965473	33.237045	-149.691121	-0.722087	-0.422104	-0.548104	0.452751	-0.887390	0.086927	-0.523074	-0.185385	0.831881			
00213						-5.324064	0.864286	8.117800	-0.009805	-0.023706	-0.066372	0.004101	-0.019631	0.011317	0.235855	0.288622	0.026466	-0.927561	5.972918	33.224017	-149.683477	-0.722139	-0.422263	-0.547914	0.452818	-0.887343	0.087048	-0.522945	-0.185244	0.831993			
00214						-5.261163	0.870069	8.158860	-0.072241	-0.060787	-0.066153	-0.002003	-0.021444	0.007800	0.235971	0.288498	0.026425	-0.927571	5.977498	33.207701	-149.669956	-0.722174	-0.422512	-0.547676	0.453007	-0.887239	0.087131	-0.522733	-0.185177	0.832142			
00215						-5.203832	0.917555	8.157879	-0.089914	-0.125778	-0.094207	-0.003466	-0.016148	0.001930	0.235995	0.288413	0.026407	-0.927592	5.977238	33.197215	-149.668454	-0.722249	-0.422582	-0.547523	0.453046	-0.887218	0.087138	-0.522595	-0.185118	0.832242			
00216						-5.282729	0.861451	8.183790	-0.070362	-0.046397	-0.034312	-0.006500	-0.009611	-0.000766	0.236065	0.288339	0.026406	-0.927597	5.977093	33.188271	-149.661003	-0.722268	-0.422719	-0.547392	0.453175	-0.887152	0.087145	-0.522457	-0.185122	0.832327			
00217						-5.305943	0.887587	8.143044	-0.019417	-0.051778	-0.053233	-0.000540	-0.009671	-0.000397	0.236073	0.288287	0.026385	-0.927612	5.977896	33.181613	-149.660617	-0.722320	-0.422756	-0.547295	0.453182	-0.887146	0.087163	-0.522379	-0.185065	0.832389			
00218						-5.337238	0.813432	8.186656	-0.052375	0.020018	-0.006262	-0.003798	-0.001859	-0.002194	0.236125	0.288252	0.026381	-0.927610	5.979022	33.177185	-149.654534	-0.722311	-0.422854	-0.547230	0.453272	-0.887098	0.087184	-0.522313	-0.185070	0.832429			
00219						-5.351991	0.829957	8.177363	-0.029025	0.013237	-0.004483	-0.004612	0.000094	-0.002643	0.236127	0.288241	0.026394	-0.927612	5.977037	33.176223	-149.654974	-0.722323	-0.422853	-0.547216	0.453285	-0.887095	0.087156	-0.522286	-0.185090	0.832441			
00220						-5.288912	0.829078	8.140307	-0.055329	-0.005429	-0.069922	-0.001772	0.002035	-0.004044	0.236145	0.288227	0.026382	-0.927612	5.978795	33.174182	-149.652443	-0.722321	-0.422895	-0.547186	0.453310	-0.887079	0.087183	-0.522267	-0.185071	0.832458			
00221						-5.346717	0.821562	8.154696	-0.024469	0.022843	-0.026968	-0.003712	0.002678	-0.003119	0.236144	0.288229	0.026394	-0.927612	5.977252	33.174720	-149.653020	-0.722321	-0.422885	-0.547194	0.453315	-0.887079	0.087160	-0.522263	-0.185093	0.832455			
00222						-5.324562	0.869921	8.143887	-0.012830	-0.026906	-0.043873	-0.000815	0.001953	-0.000449	0.236189	0.288218	0.026371	-0.927604	5.981445	33.172526	-149.646497	-0.722291	-0.422978	-0.547162	0.453380	-0.887039	0.087224	-0.522248	-0.185072	0.832470			
00223						-5.319294	0.862068	8.121162	-0.008479	-0.018119	-0.066358	-0.003402	0.005941	-0.004942	0.236178	0.288235	0.026389	-0.927601	5.979530	33.175030	-149.648078	-0.722282	-0.422946	-0.547199	0.453370	-0.887047	0.087193	-0.522269	-0.185105	0.832449			
00224						-5.349422	0.860603	8.166758	-0.011103	-0.012375	-0.012044	-0.007510	0.000819	-0.005313	0.236176	0.288214	0.026388	-0.927608	5.978720	33.172696	-149.648906	-0.722307	-0.422947	-0.547164	0.453368	-0.887049	0.087184	-0.522236	-0.185093	0.832472			
00225						-5.362456	0.836457	8.144925	-0.000850	0.018183	-0.025192	-0.003631	-0.000468	-0.007164	0.236156	0.288201	0.026402	-0.927617	5.975601	33.171680	-149.652454	-0.722341	-0.422907	-0.547150	0.453343	-0.887067	0.087139	-0.522210	-0.185102	0.832487			
00226						-5.323268	0.826894	8.131311	-0.025556	0.012754	-0.058799	-0.007739	-0.005590	-0.007535	0.236111	0.288147	0.026397	-0.927645	5.972177	33.165636	-149.659828	-0.722446	-0.422843	-0.547061	0.453268	-0.887109	0.087096	-0.522131	-0.185043	0.832549			
00227						-5.299011	0.799446	8.172847	-0.076392	0.018742	-0.039874	-0.008411	-0.001766	-0.004838	0.236109	0.288122	0.026428	-0.927653	5.967137	33.163740	-149.661887	-0.722477	-0.422826	-0.547034	0.453284	-0.887108	0.087024	-0.522074	-0.185089	0.832575			
00228						-5.313817	0.815652	8.163560	-0.053001	0.012556	-0.038094	-0.005204	0.000772	-0.003992	0.236083	0.288104	0.026409	-0.927665	5.967759	33.161307	-149.665251	-0.722521	-0.422795	-0.546998	0.453230	-0.887135	0.087036	-0.522059	-0.185030	0.832597			
00229						-5.301058	0.838394	8.185366	-0.063149	-0.017387	-0.024938	-0.004304	0.003356	-0.004467	0.236076	0.288108	0.026427	-0.927666	5.965414	33.162307	-149.666695	-0.722524	-0.422772	-0.547013	0.453227	-0.887139	0.087001	-0.522058	-0.185061	0.832591			
00230						-5.332890	0.798757	8.164001	-0.047041	0.035634	-0.028764	-0.003346	0.003274	-0.000871	0.236078	0.288107	0.026396	-0.927666	5.969339	33.161273	-149.665439	-0.722523	-0.422793	-0.546998	0.453212	-0.887141	0.087059	-0.522072	-0.185004	0.832595			
00231						-5.320119	0.856714	8.121189	-0.007911	-0.013302	-0.066350	-0.000139	0.005812	-0.000024	0.236085	0.288128	0.026390	-0.927658	5.971136	33.163408	-149.663682	-0.722493	-0.422805	-0.547029	0.453220	-0.887135	0.087083	-0.522107	-0.185008	0.832572			
00232						-5.320492	0.856548	8.120962	-0.007617	-0.012641	-0.066349	-0.003346	0.003274	-0.000872	0.236064	0.288118	0.026374	-0.927667	5.971975	33.161868	-149.666259	-0.722524	-0.422780	-0.547006	0.453175	-0.887157	0.087097	-0.522103	-0.184960	0.832585			
00233						-5.305979	0.838970	8.130195	-0.030858	-0.005252	-0.068131	-0.006611	0.003403	-0.005789	0.236054	0.288118	0.026404	-0.927669	5.967823	33.162971	-149.668602	-0.722532	-0.422745	-0.547022	0.453175	-0.887163	0.087035	-0.522091	-0.185011	0.832581			
00234						-5.311776	0.845813	8.152685	-0.034924	-0.012948	-0.045638	-0.004614	0.000093	-0.002644	0.236136	0.288091	0.026419	-0.927656	5.968109	33.159715	-149.658793	-0.722487	-0.422885	-0.546975	0.453328	-0.887083	0.087042	-0.522021	-0.185072	0.832612			
00235						-5.310007	0.804958	8.140162	-0.047969	0.024682	-0.060587	-0.003489	0.001403	-0.004018	0.236131	0.288086	0.026430	-0.927658	5.966329	33.159571	-149.660064	-0.722497	-0.422869	-0.546973	0.453325	-0.887088	0.087017	-0.522009	-0.185087	0.832616			
00236						-5.301116	0.795024	8.171913	-0.075285	0.024020	-0.039877	-0.002813	0.005262	-0.003594	0.236280	0.288080	0.026469	-0.927621	5.967118	33.159130	-149.641386	-0.722363	-0.423107	-0.546966	0.453608	-0.886942	0.087029	-0.521950	-0.185242	0.832619			
00237						-5.297840	0.827500	8.161617	-0.057828	-0.004525	-0.047418	-0.001098	0.005894	-0.003620	0.236273	0.288099	0.026474	-0.927617	5.967032	33.161519	-149.642047	-0.722348	-0.423087	-0.547001	0.453595	-0.886949	0.087025	-0.521981	-0.185255	0.832596			
